,관광지명,도시,테마,도로명주소,지번주소,위도,경도,구글별점,검색건수,데이터셋카테고리,지도상 관광지명,리뷰개수
507,화진포 생태박물관,강원도 고성군,,강원도 고성군 거진읍 화진포길 256,강원도 고성군 거진읍 화포리 590-2,38.4721873756,128.4436213784,3.5,245,,화진포 생태박물관,96
508,송지호 관망타워,강원도 고성군,,강원도 고성군 죽왕면 동해대로 6021,강원도 고성군 죽왕면 오봉리 9-34,38.3362361505,128.5175988538,3.7,224,,송지호 관망타워,949
509,송도해상케이블카,부산광역시 서구,,부산광역시 서구 송도해변로 171,부산광역시 서구 암남동 124-1,35.07664334,129.0233986,4.3,308,,송도해상케이블카 송도베이스테이션,14213
510,송도해수욕장,부산광역시 서구,,부산광역시 서구 송도해변로 100,부산광역시 서구 암남동 135-5,35.07682117,129.0180502,4.3,0,,송도해수욕장,273
511,암남공원,부산광역시 서구,,부산광역시 서구 암남공원로 185,부산광역시 서구 암남동 산193,35.0616574,129.0149368,4.4,0,,암남공원,500
512,구덕문화공원,부산광역시 서구,,부산광역시 서구 꽃마을로 163번길 73,부산광역시 서구 서대신동3가 산18-15,35.12641369,129.005742,4.2,249,,구덕문화공원,246
513,송도해안산책로,부산광역시 서구,,부산광역시 서구 암남공원로 185,부산광역시 서구 암남동 620-2,35.0616574,129.0149368,4.4,245,,송도해안볼레길(송도해안산책로),249
514,대신공원,부산광역시 서구,,부산광역시 서구 대신공원로 37-18,부산광역시 서구 서대신동 3가 산2-3,35.121591,129.0161785,4.0,281,,대신공원,4
515,부산공동어시장,부산광역시 서구,,부산광역시 서구 충무대로 202,부산광역시 서구 남부민동 691-3,35.08990091,129.0263675,3.9,391,,부산공동어시장 조합공동사업법인,422
516,천마산조각공원,부산광역시 서구,,부산광역시 서구 천마산로 209번길 94,부산광역시 서구 남부민동 1-6,35.08903987,129.0174786,4.3,237,,천마산조각공원,214
517,구덕운동장,부산광역시 서구,,부산광역시 서구 망양로 57 (씨름체육관 서구 꽃마을로 156번길12),부산광역시 서구 서대신동3가 211-1,35.11659638,129.0145297,4.2,279,,구덕운동장,842
518,임시수도기념관,부산광역시 서구,,부산광역시 서구 임시수도기념로 45,부산광역시 서구 부민동3가 22,35.10374876,129.0175954,4.5,302,,임시수도기념관,629
519,송도오션파크,부산광역시 서구,,부산광역시 서구 송도해변로 36,부산광역시 서구 암남동 135-23,35.0727182987,129.017447672,4.2,265,,송도오션파크,193
520,내원사계곡(내원사),경상남도 양산시,,경상남도 양산시 하북면 내원로 207,경상남도 양산시 하북면 용연리 291,35.44578536,129.1104508,4.4,230,,내원사계곡,164
521,대운산자연휴양림,경상남도 양산시,,경상남도 양산시 탑골길 270,경상남도 양산시 용당동 산66,35.41784975,129.2088996,4.3,256,,대운산자연휴양림,657
522,법기수원지,경상남도 양산시,,경상남도 양산시 동면 법기로 198-13,경상남도 양산시 동면 법기리 332,35.34825271,129.1079758,4.3,0,,법기저수지,41
523,양산시립박물관,경상남도 양산시,,경상남도 양산시 북정로 78,경상남도 양산시 북정동 678,35.35849531,129.0490358,4.4,294,,양산시립박물관,411
524,양산타워,경상남도 양산시,,경상남도 양산시 동면 강변로 264-1,경상남도 양산시 동면 석산리 652,35.32782588,129.0276012,4.2,0,,양산타워,1094
525,에덴밸리,경상남도 양산시,,경상남도 양산시 원동면 어실로 1206,경상남도 양산시 원동면 대리 1040-1,35.42905699,128.984466395,3.9,279,,에덴밸리리조트,2329
526,임경대,경상남도 양산시,,경상남도 양산시 원동면 원동로 285,경상남도 양산시 원동면 화제리 산72-4,35.32243455,128.9778074,4.3,233,,임경대,602
527,통도사,경상남도 양산시,,경상남도 양산시 하북면 통도사로 108,경상남도 양산시 하북면 지산리 583,35.4754091197,129.0563671778,5.0,351,,통도사대전포교원용수사,2
528,통도환타지아,경상남도 양산시,,경상남도 양산시 하북면 통도7길 68,경상남도 양산시 하북 면순지리 470,35.4999923953,129.0831298922,4.1,270,,통도환타지아,759
529,홍룡폭포(홍룡사),경상남도 양산시,,경상남도 양산시 상북면 홍룡로 372,경상남도 양산시 상북면 대석리 1,35.3969996748,129.0864895,4.5,236,,홍룡폭포(虹龍瀑布),253
530,황산공원,경상남도 양산시,,경상남도 양산시 물금읍 낙동로 295-19,경상남도 양산시 물금읍 물금리 162-1,35.3017308251,128.9895949139,4.5,315,,황산문화체육공원,1445
531,방화동가족휴가촌,전라북도 장수군,,전라북도 장수군 번암면 방화동로 778,전라북도 장수군 번암면 사암리 625,35.59064179,127.5268761,4.6,222,,방화동 가족휴가촌,195
532,남한산성,경기도 광주시,,경기도 광주시 남한산성면 남한산성로 731,경기도 광주시 남한산성면 산성리 158-1번지,37.47669636,127.1884165,4.3,315,,남한산성,1385
533,분원백자자료관,경기도 광주시,,경기도 광주시 남종면 산수로 1642-1,경기도 광주시 남종면 분원리 116번지,37.49625742,127.3034492,3.8,242,,분원백자자료관,31
534,천진암,경기도 광주시,,경기도 광주시 퇴촌면 천진암로 1203,경기도 광주시 퇴촌면 우산리 500번지,37.42357313,127.3883989,4.0,266,,천진암,1
535,경기도자박물관,경기도 광주시,,경기도 광주시 곤지암읍 경충대로 727,경기도 광주시 곤지암읍 삼리 72-1번지,37.35028421,127.3347877,4.0,282,,경기도자박물관,1157
536,경안천습지생태공원,경기도 광주시,,경기도 광주시 퇴촌면 산수로 1159,경기도 광주시 퇴촌면 정지리 456-4번지,37.45920014,127.3051169,4.3,238,,경안천 습지생태공원,1610
537,팔당물안개공원,경기도 광주시,,경기도 광주시 남종면 산수로 1897,경기도 광주시 남종면 귀여리 267-10번지,37.50956344,127.3174613,4.2,238,,팔당 물안개공원,1245
538,중대물빛공원,경기도 광주시,,경기도 광주시 순암로 307,경기도 광주시 중대동 229번지,37.40272258,127.218054,4.3,0,,중대물빛공원,728
539,무이예술관,강원도 평창군,,강원도 평창군 봉평면 사리평길 233,강원도 평창군 봉평면 무이리 58,37.61527594,128.348787,3.9,189,,무이예술관,346
540,백룡동굴,강원도 평창군,,강원도 평창군 미탄면 문희길 63,강원도 평창군 미탄면 마하리 82,37.27786356,128.577051,4.5,258,,백룡동굴 생태체험 학습장,394
541,이효석문화예술촌,강원도 평창군,,강원도 평창군 봉평면 효석문학길 73-25,강원도 평창군 봉평면 창동리 544-3,37.61317426,128.3701239,4.0,140,,이효석문학관,1383
542,마하생태관광지,강원도 평창군,,,강원도 평창군 미탄면 마하리 일원,37.2924471,128.5419693,4.5,196,,백룡동굴 생태체험 학습장,394
543,용평관광단지,강원도 평창군,,,"강원도 평창군 대관령면 용산리, 수하리 일원",37.660871,128.666483,4.4,263,,인터컨티넨탈호텔 - 알펜시아리조트,2108
544,알펜시아관광단지,강원도 평창군,,강원도 평창군 대관령면 솔봉로 325 일원,강원도 평창군 대관령면 용산리 425 일원,37.6552224,128.681494,4.1,120,,오션700,1649
545,휘닉스파크관광단지,강원도 평창군,,강원도 평창군 봉평면 태기로 174 일원,강원도 평창군 봉평면 면온리 1095-1 일원,37.581373,128.327331,3.7,277,,휘닉스 평창,59
546,김포평화누리길 1코스,경기도 김포시,,,경기도 김포시 대곶면 대명리 561(대명항),37.6596942,126.5590043,4.0,119,,평화누리자전거길 1코스,1
547,김포평화누리길 2코스,경기도 김포시,,,경기도 김포시 월곶면 성동리 산49(문수산성),37.7429948,126.5467533,4.0,112,,평화누리길 2코스 시작점,1
548,김포평화누리길 3코스,경기도 김포시,,,경기도 김포시 하성면 전류리 43-4(전류리 포구),37.7491124,126.6147154,5.0,229,,평화누리길 3코스,2
549,김포 장릉,경기도 김포시,,경기도 김포시 장릉로 79(풍무동),경기도 김포시 풍무동 666-1,37.6107519,126.7126583,4.5,288,,장릉,401
550,애기봉 평화생태공원,경기도 김포시,,경기도 김포시 평화공원로 289,경기도 김포시 월곶면 조강리 1-9,37.7431684,126.5940634,4.7,146,,애기봉 평화 생태공원,15
551,문수산성,경기도 김포시,,,경기도 김포시 월곶면 성동리 산50,37.7429948,126.5467533,4.1,278,,문수산성,242
552,김포함상공원,경기도 김포시,,경기도 김포시 대곶면 대명항1로 110-36,경기도 김포시 대곶면 대명리 551-1,37.6406387,126.539261,3.9,0,,김포함상공원,848
553,덕포진,경기도 김포시,,경기도 김포시 대곶면 덕포진로103번길 90,경기도 김포시 대곶면 신안리 232-1,37.6506248,126.5387862,4.3,0,,김포 덕포진 교육 박물관,92
554,덕포진교육박물관,경기도 김포시,,경기도 김포시 대곶면 덕포진로103번길 90,경기도 김포시 대곶면 신안리 232-1,37.6506248,126.5387862,4.3,255,,김포 덕포진 교육 박물관,92
555,다도박물관,경기도 김포시,,경기도 김포시 월곶면 애기봉로275번길 187-49,경기도 김포시 월곶면 개곡리 832,37.7375035,126.5744366,4.0,240,,김포다도박물관,90
556,김포국제조각공원,경기도 김포시,,경기도 김포시 월곶면 용강로13번길 38,경기도 김포시 월곶면 고막리 82-1,37.72080378,126.552204,4.0,247,,김포국제조각공원,300
557,아트빌리지(한옥마을),경기도 김포시,,경기도 김포시 모담공원로 170,경기도 김포시 운양동 1325-1,37.6466321,126.696212,None,271,,한옥마을.아트빌리지,None
558,오전약수관광지,경상북도 봉화군,,경상북도 봉화군 물야면 문수로 1541,경상북도 봉화군 물야면 오전리 95-35,37.01209531,128.7457209,4.0,0,,오전약수탕,305
559,다덕약수관광지,경상북도 봉화군,,경상북도 봉화군 봉성면 다덕로 873,경상북도 봉화군 봉성면 우곡리 505-5,36.9141215,128.8273232,3.8,187,,다덕약수관광지,554
560,주왕산 관광지,경상북도 청송군,,경상북도 청송군 주왕산면 주왕산로 494,경상북도 청송군 주왕산면 하의리 842,36.37813214,129.108598,4.6,284,,주왕산 국립공원,92
561,호미곶관광단지,경상북도 포항시,,경상북도 포항시 남구 호미곶면 해맞이로 136,경상북도 포항시 남구 호미곶면 대보리 286-5,36.07608308,129.5665319,4.4,232,,호미곶,254
562,신륵사관광지,경기도 여주시,,경기도 여주시 신륵사길 73,경기도 여주시 천송동 289-7,37.29742583,127.6599364,4.1,241,,신륵사,1001
563,함평해수찜,전라남도 함평군,,전라남도 함평군 손불면 석산로 61,,35.10050068,126.4648643,3.9,210,,주포해수찜,68
564,함평자연생태공원,전라남도 함평군,,전라남도 함평군 대동면 학동로 1398-77,,35.13500123,126.5056999542,4.2,236,,함평자연생태공원,470
565,함평양서파충류생태공원,전라남도 함평군,,전라남도 함평군 신광면 학동로 1398-9,,35.13834076,126.4937003445,4.2,240,,함평 양서 파충류 생태공원,355
566,함평엑스포공원,전라남도 함평군,,전라남도 함평군 함평읍 곤재로 27,,35.0581392332,126.5226055585,4.2,267,,엑스포공원사업소,1236
567,일강김철선생기념관,전라남도 함평군,,전라남도 함평군 신광면 일강로 873-12,,35.1889310262,126.4801235166,4.2,121,,일강김철선생기념관,62
568,불갑사관광지,전라남도 영광군,,전라남도 영광군 불갑면 불갑사로 450,전라남도 영광군 불갑면 모악리 408-2,35.199675,126.550047,4.5,233,,대한불교조계종 불갑사(佛甲寺),615
569,협재관광지,제주특별자치도 제주시,,,제주특별자치도 제주시 한림읍 협재리 2450,33.3935073,126.2384709,4.6,141,,협재해수욕장,6014
570,곽지관광지,제주특별자치도 제주시,,,제주특별자치도 제주시 애월읍 곽지리 1566,33.4499564,126.3041171,4.6,256,,곽지해수욕장,114
571,김녕관광지,제주특별자치도 제주시,,,제주특별자치도 제주시 구좌읍 김녕리 497-5,33.5548971,126.7656156,4.2,292,,김녕미로공원,3588
572,절물자연휴양림,제주특별자치도 제주시,,제주특별자치도 제주시 명림로 584(봉개동),,33.4400488067,126.6252034012,4.6,243,,제주절물자연휴양림,5971
573,노루생태관찰원,제주특별자치도 제주시,,제주특별자치도 제주시 명림로 520(봉개동),,33.4443253,126.6266934,4.2,261,,노루생태관찰원,610
574,제주별빛누리공원,제주특별자치도 제주시,,제주특별자치도 제주시 선돌목동길 60(오등동),제주특별자치도 제주시 오등동 10-34,33.4445529,126.5491863413,4.1,289,,별빛누리공원,498
575,예천포리관광지,경상북도 예천군,,경상북도 예천군 감천면 복골길 150,경상북도 예천군 감천면 포리 688,36.70015808,128.514204,4.4,208,,예천수락대,90
576,예천삼강,경상북도 예천군,,경상북도 예천군 풍양면 삼강리길 53-23,경상북도 예천군 풍양면 삼강리 58-1,36.5637839295,128.3045089577,3.9,259,,예천 삼강주막,1608
577,금마관광지,전라북도 익산시,,전라북도 익산시 금마면 고도9길 41-14,전라북도 익산시 금마면 동고도리 534-3,36.0015063,127.0570781,3.7,247,,서동생태관광지,3
578,미륵사지관광지,전라북도 익산시,,전라북도 익산시 금마면 미륵사지로 362,전라북도 익산시 금마면 기양리 104-1,36.011542323,127.0287138606,4.4,283,,익산 미륵사지,2369
579,왕궁보석테마 관광지,전라북도 익산시,,전라북도 익산시 왕궁면 호반로 8,전라북도 익산시 왕궁면 동용리 541-1,35.9906127926,127.1025486315,5.0,138,,보석테마관광지주차장,1
580,웅포관광지,전라북도 익산시,,전라북도 익산시 웅포면 강변로 25,전라북도 익산시 웅포면 웅포리 727,36.0658139063,126.8754192725,4.2,258,,웅포관광지,399
581,운일암반일암,전라북도 진안군,,전라북도 진안군 주천면 동상주천로 1924,전라북도 진안군 주천면 주양리 630,35.979875,127.396028,4.6,219,,운일암.반일암,11
582,마이산도립공원 일원,전라북도 진안군,,전라북도 진안군 마령면 마이산남로 182,전라북도 진안군 마령면 동촌리 76-2,35.757066,127.393795,4.4,232,,마이산도립공원,249
583,용담호및주변시설,전라북도 진안군,,전라북도 진안군 안용로 793,전라북도 진안군 안천면 삼락리 1179-2,35.946973,127.525991,4.4,277,,용담댐,35
584,운장산자연휴양림,전라북도 진안군,,전라북도 진안군 정천면 휴향림길 77,전라북도 진안군 정천면 갈용리 산 183,35.895328,127.425691,4.2,226,,운장산자연휴양림,120
585,데미샘자연휴양림,전라북도 진안군,,전라북도 진안군 백운면 데미샘1길 172,전라북도 진안군 백운면 덕현리 산 100,35.651308,127.464888,4.3,242,,데미샘자연휴양림,175
586,진안고원치유의숲,전라북도 진안군,,전라북도 진안군 봉학로 171-22,전라북도 진안군 정천면 봉학리 688,35.885974,127.403479,4.3,273,,진안고원치유숲,9
587,가위박물관,전라북도 진안군,,전라북도 진안군 진안읍 마이산로 258,전라북도 진안군 진안읍 단양리 690-4,35.766161,127.414949,3.9,320,,진안가위박물관,91
588,산청전통한방휴양관광지,경상남도 산청군,,경상남도 산청군 금서면 동의보감로555번길 45-6,경상남도 산청군 금서면 특리 1300-86,35.44106575,127.8293609,4.2,240,,전통한방휴양관광지,54
589,산청중산관광지,경상남도 산청군,,경상남도 산청군 시천면 지리산대로 525,경상남도 산청군 시천면 중산리 519,35.29329703,127.7549296,4.5,249,,지리산 중산리계곡,233
590,산청금서관광지,경상남도 산청군,,경상남도 산청군 금서면 친환경로 1715,경상남도 산청군 금서면 지막리 산12,35.394237,127.847052,4.2,218,,전통한방휴양관광지,54
591,도림사,전라남도 곡성군,,전라남도 곡성군 곡성읍 도림로 175,전라남도 곡성군 곡성읍 월봉리 327,35.26727743,127.2575047,4.4,259,,도림사,31
592,공곶이,경상남도 거제시,,,경상남도 거제시 일운면 와현리 87,34.799878,128.715007,3.9,101,,공곶이,696
593,섬진강 기차마을,전라남도 곡성군,,전라남도 곡성군 오곡면 기차마을로 232,전라남도 곡성군 오곡면 오지리 770-5,35.27753157,127.3082867,4.1,332,,섬진강기차마을,2857
594,대성관광지,경기도 가평군,,경기도 가평군 청평면 대성강변길 14,경기도 가평군 청평면 대성리 601-3,37.67999086,127.3799217,4.3,304,,대성수상레저,70
595,산장관광지,경기도 가평군,,경기도 가평군 상면 덕현산장길 71 산장관광지,경기도 가평군 상면 덕현리 21,37.75420886,127.4105873,4.1,249,,산장국민관광지관리사무소,85
596,맹종죽테마공원,경상남도 거제시,,경상남도 거제시 하청면 거제북로 700,경상남도 거제시 하청면 실전리 880-3,34.967708,128.650512,4.1,247,,거제맹종죽테마파크,1905
597,거제박물관,경상남도 거제시,,경상남도 거제시 거제대로 3791(옥포동),경상남도 거제시 옥포동 1565,34.894071,128.686203,3.1,0,,거제박물관 Geoje Museum,50
598,거제시농업개발원,경상남도 거제시,,경상남도 거제시 거제면 거제남서로 3577,경상남도 거제시 거제면 서정리 855-9,34.856464,128.579187,4.1,282,,거제시농업개발원,235
599,거제요트학교,경상남도 거제시,,경상남도 거제시 일운면 지세포해안로 41,경상남도 거제시 일운면 지세포리 929-88,34.833694,128.701885,4.5,327,,거제해양레포츠센터(구거제요트학교),18
600,거제자연휴양림,경상남도 거제시,,경상남도 거제시 동부면 거제중앙로 325,경상남도 거제시 동부면 구천리 산103,34.785699,128.625943,4.3,301,,거제자연휴양림,403
601,계도어촌체험마을,경상남도 거제시,,경상남도 거제시 사등면 가조로 837,경상남도 거제시 사등면 창호리 1070-14,34.974872,128.517512,3.5,254,,계도어촌체험마을,398
602,다대어촌체험마을,경상남도 거제시,,경상남도 거제시 남부면 다대5길 11,경상남도 거제시 남부면 다대리 424,34.73449995,128.630513,4.2,256,,다대 어촌체험마을,159
603,도장포어촌체험마을,경상남도 거제시,,경상남도 거제시 남부면 도장포1길 76,경상남도 거제시 남부면 갈곶리 292-13,34.743449,128.662475,4.0,109,,도장포어촌계,2
604,쌍근어촌체험마을,경상남도 거제시,,경상남도 거제시 남부면 남부해안로 1094,경상남도 거제시 남부면 탑포리 504-1,34.762399,128.589438,4.1,250,,거제 쌍근어촌체험마을,29
605,씨라인,경상남도 거제시,,경상남도 거제시 덕포5길 32-3,경상남도 거제시 덕포동 365-3,34.91111602,128.7102346,5.0,136,,씨라인,1
606,오션어드벤처,경상남도 거제시,,경상남도 거제시 일운면 거제대로 2660,경상남도 거제시 일운면 소동리 115,34.843791,128.702943,3.8,339,,오션어드벤처 천안,2493
607,옥포대첩기념공원,경상남도 거제시,,경상남도 거제시 팔랑포2길 87,경상남도 거제시 옥포동 산1-1,34.902196,128.714059,4.3,270,,옥포대첩기념공원,558
608,조선해양문화관,경상남도 거제시,,경상남도 거제시 일운면 지세포해안로 41,경상남도 거제시 일운면 지세포리 929-88,34.833694,128.701885,3.9,314,,"거제조선해양문화관 (1관:어촌민속전시관, 2관:조선해양전시관)",791
609,지심도,경상남도 거제시,,경상남도 거제시 일운면 지심도길 56-12,경상남도 거제시 일운면 옥림리 산1,34.820647,128.751037,4.6,220,,지심도,44
610,칠천량해전공원,경상남도 거제시,,경상남도 거제시 하청면 칠천로 265-39,경상남도 거제시 하청면 연구리 산85-4,34.977629,128.628247,4.2,282,,칠천량해전공원,558
611,포로수용소유적공원,경상남도 거제시,,경상남도 거제시 계룡로 61,경상남도 거제시 고현동 362,34.87637998,128.625371,3.9,308,,거제도 포로수용소 유적공원,4522
612,거제해금강,경상남도 거제시,,,경상남도 거제시 남부면 갈곶리 산 1,34.732851,128.683858,4.4,301,,해금강,47
613,외도,경상남도 거제시,,경남 거제시 일운면 외도길 17,경상남도 거제시 일운면 와현리 산 109,34.769507,128.711805,4.4,0,,Oedo,46
614,김영삼전대통령생가기록전시관,경상남도 거제시,,경상남도 거제시 장목면 옥포대첩로 743,경상남도 거제시 장목면 외포리 1371,34.931413,128.715439,4.3,274,,김영삼대통령기록전시관,150
615,문동휴양지,경상남도 거제시,,,경상남도 거제시 문동동 산 8,34.859998,128.664094,None,260,,문동휴양지,None
616,바람의언덕,경상남도 거제시,,,경상남도 거제시 남부면 갈곶리 산14-47,34.742256,128.662967,3.6,294,,바람의언덕갤러리,23
617,우제봉전망대,경상남도 거제시,,,경남 거제시 남부면 갈곶리 산2-16,34.732023,128.673563,4.5,234,,우제봉 전망대,355
618,청마기념관,경상남도 거제시,,경상남도 거제시 둔덕면 방하2길 6,경상남도 거제시 둔덕면 방하리 505-1,34.854887,128.517123,4.1,269,,청마기념관,178
619,씨월드,경상남도 거제시,,경상남도 거제시 일운면 지세포해안로 15,경상남도 거제시 일운면 소동리 478-1,34.835848,128.701478,3.8,130,,씨월드,6
620,알로에테마파크,경상남도 거제시,,경상남도 거제시 거제면 거제남서로 3937,경상남도 거제시 거제면 내간리 산121-3,34.835716,128.560282,4.0,104,,거제알로에,1
621,노을이물드는언덕,경상남도 거제시,,,경상남도 거제시 사등면 창호리 1475,34.954616,128.519341,4.3,236,,노을이 물드는 언덕,247
622,가조수협효시공원,경상남도 거제시,,경상남도 거제시 사등면 가조서로 7,경상남도 거제시 사등면 창호리 2080,34.929516,128.525144,4.2,269,,수협효시공원,56
623,오-월드,대전광역시 중구,,대전광역시 중구 사정공원로 70(사정동),대전광역시 중구 사정동 142,36.28749924,127.3985039,4.2,310,,대전오월드,6224
624,뿌리공원,대전광역시 중구,,대전광역시 중구 뿌리공원로 79(침산동),대전광역시 중구 침산동 364,36.28538043,127.3883000376,4.4,0,,뿌리공원,2804
625,아쿠아리움,대전광역시 중구,,대전광역시 중구 보문산공원로 469(대사동),대전광역시 중구 대사동 198-14,36.31005741,127.4209439,4.3,328,,대전 엑스포 아쿠아리움,20
626,소요산관광지,경기도 동두천시,,경기도 동두천시 평화로2910번길 145,경기도 동두천시 상봉암동 산 1-1,37.94652177,127.0693409,4.2,0,,소요산국민관광지,476
627,진하해수욕장,울산광역시 울주군,,울산광역시 울주군 서생면 진하길 7,울산광역시 울주군 서생면 진하리 307-2,35.3855388,129.3415755,4.2,296,,진하해수욕장,91
628,영남알프스 복합웰컴센터,울산광역시 울주군,,울산광역시 울주군 상북면 알프스온천5길 103-8,울산광역시 울주군 상북면 등억알프스리 515-4,35.55645417,129.0679842,4.4,144,,영남알프스 복합웰컴센터,1288
629,외고산옹기마을,울산광역시 울주군,,울산광역시 울주군 온양읍 외고산 3길 36,울산광역시 울주군 온양읍 고산리 501-18,35.435094,129.2795067,4.1,253,,외고산 옹기마을,908
630,울주 대곡리 반구대 암각화,울산광역시 울주군,,울산광역시 울주군 언양읍 반구대안길 285,울산광역시 울주군 언양읍 대곡리 991,35.60863087,129.172957,4.3,266,,울주 대곡리 반구대 암각화,674
631,작괘천,울산광역시 울주군,,,울산광역시 울주군 상북면 등억알프스리 18-2,35.563321,129.061043,4.5,229,,작괘천,39
632,대운산 내원암 계곡,울산광역시 울주군,,울산광역시 울주군 온양읍 대운상대길 382,울산광역시 울주군 온양읍 운화리 1312,35.39913422,129.2309807,4.3,107,,내원암,189
633,간절곶 공원,울산광역시 울주군,,울산광역시 울주군 서생면 간절곶해안길 205,울산광역시 울주군 서생면 대송리 2,35.3625312,129.3591079,3.8,119,,울산간절곶대송등대잔디광장,24
634,명승 거창 수승대,경상남도 거창군,,경상남도 거창군 위천면 은하리길 2,경상남도 거창군 위천면 황산리 750-3,35.760923,127.8336763,4.3,252,,수승대(搜勝臺),1348
635,가조온천,경상남도 거창군,,경상남도 거창군 가조면 온천길161,경상남도 거창군 가조면 일부리 1301,35.69875771,128.0231044,4.3,226,,백두산천지온천,669
636,회산백련지,전라남도 무안군,,전라남도 무안군 일로읍 백련로 333,전라남도 무안군 일로읍 복룡리 150,34.86034808,126.5300096,4.5,254,,회산백련지,305
637,은평역사한옥박물관,서울특별시 은평구,,서울특별시 은평구 연서로50길 8,서울특별시 은평구 진관동 135-5,37.6403324561,126.938010212,4.0,284,,은평 역사한옥 박물관,441
638,금성당,서울특별시 은평구,,서울특별시 은평구 진관2로 57-23,서울특별시 은평구 진관동 175-836,37.635135471,126.9253799732,4.3,289,,금성당,49
639,괴강,충청북도 괴산군,,충청북도 괴산군 괴산읍 충민로검승3길 10,충청북도 괴산군 괴산읍 검승리 623,36.80676203,127.8252917,4.3,261,,괴강로,132
640,수옥정,충청북도 괴산군,,"충청북도 괴산군 연풍면 수옥정길 174, 수옥정관광지관리사무소",충청북도 괴산군 연풍면 원풍리 52-5,36.81361722,128.036232,4.6,260,,수옥정,5
641,변산해수욕장,전라북도 부안군,,전라북도 부안군 변산면 변산로 2086,전라북도 부안군 변산면 대항리 523-117,35.67999179,126.5309105,4.2,264,,변산해수욕장,31
642,위도해수욕장,전라북도 부안군,,전라북도 부안군 위도면 위도로 366,전라북도 부안군 위도면 진리 545,35.6058309773,126.2853294341,4.3,238,,위도해수욕장,16
643,모항해수욕장,전라북도 부안군,,전라북도 부안군 변산면 모항길 23-1,전라북도 부안군 변산면 도청리 165,35.5831428,126.5082098,4.4,248,,모항갯벌해수욕장,56
644,좌구산휴양랜드,충청북도 증평군,,충청북도 증평군 증평읍 솟점말길 107,충청북도 증평군 증평읍 율리 산 61-1,36.70556821,127.6511216,4.4,273,,좌구산 휴양랜드 좌구산자연휴양림,654
645,좌구산 천문대,충청북도 증평군,,충청북도 증평군 증평읍 솟점말길 107,충청북도 증평군 증평읍 율리 산 61-1,36.70556821,127.6511216,4.6,261,,좌구산천문대,111
646,증평민속체험박물관,충청북도 증평군,,충청북도 증평군 증평읍 둔덕길 89,충청북도 증평군 증평읍 남하리 91,36.7638886,127.5955694,4.3,0,,증평민속체험박물관,159
647,보강천 미루나무숲,충청북도 증평군,,충청북도 증평군 증평읍 인삼로 23,충청북도 증평군 증평읍 송산리 667,36.7873273,127.5728127,4.7,254,,보강천 미루나무 숲,63
648,증평인삼판매장,충청북도 증평군,,충청북도 증평군 증평읍 중부로 2451,충청북도 증평군 증평읍 송산리 94-1,36.79588146,127.5817602,3.9,253,,증평인삼판매장,25
649,에듀팜특구관광단지(벨포레리조트),충청북도 증평군,,충청북도 증평군 도안면 벨포레길 346,충청북도 증평군 증평읍 연촌리 산 58,36.84514868,127.5821182,4.5,206,,(주)블랙스톤에듀팜리조트,2
650,반월호수,경기도 군포시,,경기도 군포시 호수로 92,경기도 군포시 둔대동 52-2,37.3245823842,126.8899642222,4.3,260,,반월호수공원,564
651,초막골 생태공원,경기도 군포시,,경기도 군포시 초막골길 216,경기도 군포시 산본동 856,37.3541009709,126.9191416994,4.6,332,,초막골생태공원,192
652,수리산 도립공원,경기도 군포시,,경기도 군포시 속달로 347-4,경기도 군포시 속달동 306,37.3479964585,126.9005247934,4.3,205,,수리산도립공원 제3산림욕장,10
653,수리산 산림욕장,경기도 군포시,,경기도 군포시 수리산로 6-2,경기도 군포시 산본동 1226,37.3576152712,126.9236481004,4.4,262,,수리산산림욕장,775
654,철쭉동산,경기도 군포시,,경기도 군포시 고산로 460,경기도 군포시 산본동 1152-10,37.355608132,126.9269137321,4.5,275,,철쭉동산.철쭉공원,11
655,수리사,경기도 군포시,,경기도 군포시 속달로 347-181,경기도 군포시 속달동 329,37.3544360665,126.8967938163,4.2,237,,수리사,328
656,물누리체험관,경기도 군포시,,경기도 군포시 호수로 170-85,경기도 군포시 둔대동 301-5,37.3213650505,126.8996775289,3.8,283,,대야물누리체험관 (군포대야물말끔터),4
657,누리천문대,경기도 군포시,,경기도 군포시 대야2로 139,경기도 군포시 대야미동 636-7,37.3302828307,126.9153443922,3.8,326,,누리천문대,4
658,문경새재 도립공원,경상북도 문경시,,경상북도 문경시 문경읍 새재로 932,,36.76160207,128.0769905,4.5,259,,문경새재 도립공원,5278
659,문경 에코랄라(석탄박물관 포함),경상북도 문경시,,경상북도 문경시 가은읍 왕능길 112,,36.65420039,128.0613259,4.1,244,,문경에코랄라,1736
660,문경 철로자전거(진남역),경상북도 문경시,,,경상북도 문경시 마성면 신현리 126-1,36.6546769,128.1263292,4.2,233,,문경철로자전거 진남역,736
661,문경 철로자전거(구랑리역),경상북도 문경시,,경상북도 문경시 마성면 구랑로 20,,36.66102501,128.0993075,4.5,227,,구랑리역 철로자전거,2
662,문경 철로자전거(가은역),경상북도 문경시,,경상북도 문경시 가은읍 대야로 2445,,36.64931827,128.0607306,4.2,135,,문경철로자전거 진남역,736
663,문경 오미자테마터널,경상북도 문경시,,,경상북도 문경시 마성면 신현리 103-1,36.65989315,128.1286031,3.6,228,,문경오미자테마터널,931
