,관광지명,도시,테마,도로명주소,지번주소,위도,경도,구글별점,검색건수,데이터셋카테고리,지도상 관광지명,리뷰개수
166,안용복기념 부산포개항문화관,부산광역시 동구,,부산광역시 동구 증산로 100,부산광역시 동구 좌천동 722,35.13563677,129.0529467,3.6,130,,안용복기념부산포개항문화관,26
167,좌천동굴,부산광역시 동구,,부산광역시 동구 고관로185번길 1,부산광역시 동구 좌천동 567-2,35.13325838,129.0522683,4.4,224,,좌천동굴,11
168,만화카페,부산광역시 동구,,부산광역시 동구 성북로 31,부산광역시 동구 좌천동 892-8,35.1367514333,129.0496096004,4.7,331,,꽁냥꽁냥,19
169,명란브랜드연구소,부산광역시 동구,,부산광역시 동구 영초윗길 22-1,부산광역시 동구 초량동 994-351,35.117117,129.0350159854,4.6,267,,명란브랜드연구소,5
170,창원단감테마공원,경상남도 창원시,,경상남도 창원시 의창구 동읍 동읍로 359번길 27,,35.29915488,128.6632468,3.9,263,,창원단감테마공원,7
171,창원의집,경상남도 창원시,,경상남도 창원시 의창구 사림로 16번길 59,,35.24444959,128.6813533,4.4,328,,창원의집,680
172,주남저수지,경상남도 창원시,,경상남도 창원시 의창구 동읍 주남로 101번길 26,,35.30732964,128.6779306,4.4,326,,주남저수지,79
173,마금산온천,경상남도 창원시,,경상남도 창원시 의창구 북면 천주로 1167,,35.35464845,128.6094168,4.0,0,,마금산원탕보양온천,971
174,창원과학체험관,경상남도 창원시,,경상남도 창원시 성산구 충혼로 72번길 16,,35.230268,128.6617774,4.2,319,,창원과학체험관,708
175,마산해양레포츠센터,경상남도 창원시,,경상남도 창원시 마산합포구 제2부두로 56,,35.19796654,128.5759021,4.0,137,,마산해양레포츠스쿨,8
176,웅천도요지전시관,경상남도 창원시,,경상남도 창원시 진해구 두동도요로 198,,35.12738997,128.8155983,4.2,249,,웅천도요지전시관,22
177,진해해양레포츠센터,경상남도 창원시,,경상남도 창원시 진해구 천자로 160,,35.14129989,128.6883002,4.1,261,,진해해양레포츠스쿨,77
178,최참판댁,경상남도 하동군,,경상남도 하동군 악양면 평사리길 66-7,경상남도 하동군 악양면 평사리 483,35.15590905,127.688408,4.2,271,,최참판댁,3291
179,화개장터,경상남도 하동군,,경상남도 하동군 화개면 쌍계로 15,경상남도 하동군 화개면 탑리 726-46,35.18798946,127.6240666,5.0,286,,화개장터,1
180,삼성궁,경상남도 하동군,,경상남도 하동군 청암면 삼성궁길 2,경상남도 하동군 청암면 묵계리 1738-3,35.23870093,127.7054288,4.2,264,,삼성궁(三聖宮),1847
181,이병주문학관,경상남도 하동군,,경상남도 하동군 북천면 이명골길 14-28,경상남도 하동군 북천면 직전리 231,35.09720238,127.8942256,4.1,232,,이병주문학관,42
182,하동레일파크,경상남도 하동군,,경상남도 하동군 북천면 경서대로 2446-6,경상남도 하동군 북천면 직전리 1477-2,35.11333681,127.8929765,4.1,261,,북천,23
183,지리산역사관,경상남도 하동군,,경상남도 하동군 화개면 화개로 1438,경상남도 하동군 화개면 대성리 1389,35.2896912,127.646527,3.9,260,,지리산역사관,71
184,하동알프스레포츠,경상남도 하동군,,경상남도 하동군 금남면 경충로 493-9,경상남도 하동군 금남면 중평리 763,34.98260917,127.894714,4.6,225,,하동알프스레포츠 짚와이어,900
185,하동 플라이웨이 케이블카,경상남도 하동군,,경상남도 하동군 금남면 경충로 461-7,경상남도 하동군 금남면 중평리 772,34.98083847,127.8952769,5.0,229,,하동 플라이웨이 케이블카,3
186,서창한옥문화관,광주광역시 서구,,광주광역시 서구 눌재로 420,광주광역시 서구 세하동 559-1,35.1152353658,126.8300424354,3.9,131,,서창한옥문화관,14
187,유니온파크,경기도 하남시,,경기도 하남시 미사대로 710,경기도 하남시 신장동 27,37.54654783,127.2205032,4.3,279,,하남 유니온파크,545
188,광주향교,경기도 하남시,,경기도 하남시 대성로 126-13,경기도 하남시 교산동 227-3,37.52207622,127.1984175,4.1,330,,광주향교,41
189,이성산성,경기도 하남시,,,경기도 하남시 춘궁동 산 36,37.52530687,127.1847777,4.3,264,,하남 이성산성,64
190,미사경정공원,경기도 하남시,,경기도 하남시 미사대로 505,,37.553452043,127.213212795,4.5,237,,미사경정공원,1615
191,세계무술공원,충청북도 충주시,,충청북도 충주시 남한강로 24,충청북도 충주시 금릉동 601,36.98782919,127.9055691,3.9,285,,충주세계무술공원,2324
192,충주호체험,충청북도 충주시,,충청북도 충주시 중앙탑면 중앙탑길 150,충청북도 충주시 중앙탑면 탑평리 545-1,37.02308256,127.8619229,4.7,300,,충주체험관광센터,11
193,능암온천,충청북도 충주시,,충청북도 충주시 앙성면 새바지길 37,충청북도 충주시 앙성면 능암리 14-1,37.09370046,127.802172,3.8,236,,능암온천랜드,874
194,충온온천,충청북도 충주시,,충청북도 충주시 앙성면 산전장수1길 103,충청북도 충주시 앙성면 돈산리 13-1,37.10173095,127.7962316,3.4,90,,앙성탄산온천,328
195,평택호관광단지,경기도 평택시,,경기도 평택시 현덕면 평택호길 48,경기도 평택시 현덕면 권관리 551-3,36.9148246,126.912951,4.1,264,,평택호관광단지,79
196,산정호수,경기도 포천시,,경기도 포천시 영북면 산정호수로411번길 5 일원,경기도 포천시 영북면 산정리 451-3일원,38.065669,127.315722,4.1,312,,산정호수,210
197,백운계곡,경기도 포천시,,경기도 포천시 이동면 포화로 236-24 일원,경기도 포천시 이동면 도평리 35 일원,38.072165,127.409889,4.2,255,,백운계곡,893
198,김해가야테마파크,경상남도 김해시,,경상남도 김해시 가야테마길 161,경상남도 김해시 어방동 986,35.25163508,128.8937494,4.1,298,,김해가야테마파크,2977
199,김해낙동강레일파크,경상남도 김해시,,경상남도 김해시 생림면 마사로473번길 41,경상남도 김해시 생림면 마사리 654-4,35.37177644,128.8208387,4.1,0,,김해 낙동강 레일바이크 밒 파크,2113
200,가야랜드,경상남도 김해시,,경상남도 김해시 인제로 368(삼방동),경상남도 김해시 삼방동 1391-2,35.25817158,128.9024348,3.9,371,,가야랜드,1010
201,김해천문대,경상남도 김해시,,경상남도 김해시 가야테마길 254(어방동),경상남도 김해시 어방동 산2-80,35.25306424,128.887298,4.6,361,,김해천문대,175
202,롯데워터파크,경상남도 김해시,,경상남도 김해시 장유로 555(신문동),경상남도 김해시 신문동 1417,35.17891121,128.8285605,4.1,382,,롯데워터파크 김해,4721
203,클레이아크김해미술관,경상남도 김해시,,경상남도 김해시 진례면 진례로 275-51,경상남도 김해시 진례면 송정리 358,35.25086479,128.7447968,4.3,271,,클레이아크 김해미술관,953
204,김해한옥체험관,경상남도 김해시,,경상남도 김해시 가락로93번길 40(봉황동),경상남도 김해시 봉황동 425-13,35.23436297,128.8766847,4.0,258,,김해한옥체험관,289
205,노무현대통령생가,경상남도 김해시,,경상남도 김해시 진영읍 봉하로111번길 16,경상남도 김해시 진영읍 본산리 36,35.31448783,128.7701595,4.7,0,,노무현대통령생가,5652
206,수로왕릉,경상남도 김해시,,경상남도 김해시 가락로93번길 26(서상동),경상남도 김해시 서상동 312,35.23487875,128.8772054,4.3,0,,수로왕릉,1242
207,부경동물원,경상남도 김해시,,경상남도 김해시 유하로226번길 70,경상남도 김해시 유하동 88,35.2203238,128.8197957,3.5,0,,부경동물원,593
208,해인사,경상남도 합천군,,경상남도 합천군 가야면 해인사길 122,경상남도 합천군 가야면 치인리 10,35.801504,128.0976255,4.6,170,,해인사,3350
209,대장경테마파크,경상남도 합천군,,경상남도 합천군 가야면 가야산로 1160,경상남도 합천군 가야면 야천리 943,35.76749785,128.1365362,4.4,289,,대장경테마파크,1215
210,오도산 자연휴양림,경상남도 합천군,,경상남도 합천군 봉산면 오도산휴양로 398,경상남도 합천군 봉산면 압곡리 산150,35.67233319,128.0553007,4.4,221,,오도산자연휴양림,272
211,합천박물관,경상남도 합천군,,경상남도 합천군 쌍책면 황강옥전로 1558,경상남도 합천군 쌍책면 성산리 504,35.58042271,128.2829423,4.3,409,,합천박물관,126
212,황매산군립공원,경상남도 합천군,,경상남도 합천군 가회면 황매산공원길 4,경상남도 합천군 가회면 둔내리 1319,35.48184913,128.0037495,4.5,133,,황매산군립공원,530
213,영상테마파크&청와대세트장,경상남도 합천군,,경상남도 합천군 용주면 합천호수로 757,경상남도 합천군 용주면 가호리 418,35.54877253,128.0728984,4.3,307,,청와대 세트장,1823
214,합천댐 물문화관,경상남도 합천군,,경상남도 합천군 대병면 합천호수로 197,경상남도 합천군 대병면 회양리 1603-1,35.531585,128.0295197,4.0,251,,합천댐물문화관,115
215,황계폭포,경상남도 합천군,,경상남도 합천군 용주면 황계2길 30,경상남도 합천군 용주면 황계리 산156,35.51135706,128.071173,4.2,253,,황계폭포,31
216,정양레포츠공원,경상남도 합천군,,경상남도 합천군 대양면 동부로 39-13,경상남도 합천군 대양면 정양리 101-18,35.55690191,128.1668052,4.1,232,,정양레포츠공원,304
217,정양늪생태공원,경상남도 합천군,,경상남도 합천군 대양면 대야로 730,경상남도 합천군 대양면 정양리 146,35.55322772,128.162786,4.2,221,,정양늪 생태공원,144
218,해인사 소리길,경상남도 합천군,,경상남도 합천군 가야면 가야산로 1160,경상남도 합천군 가야면 구원리 산9-5,35.76749785,128.1365362,4.5,230,,해인사소리길,581
219,용문산 관광지,경기도 양평군,,경기도 양평군 용문면 용문산로641,경기도 양평군 용문면 신점리 515-2,37.54529617,127.583066,4.3,331,,용문산관광지,4480
220,두물머리,경기도 양평군,,경기도 양평군 양서면 두물머리길 145,경기도 양평군 양서면 양수리 697,37.53362262,127.3174715,4.5,286,,두물머리,310
221,세미원,경기도 양평군,,경기도 양평군 양서면 양수로 93,경기도 양평군 양서면 용담리 428-8,37.54093866,127.3239608,4.1,276,,세미원,4111
222,쉬자파크,경기도 양평군,,경기도 양평군 양평읍 쉬자파크길 193,경기도 양평군 양평읍 백안리 산45-2,37.51122354,127.5331978,4.3,273,,양평쉬자파크,962
223,용대관광지,강원도 인제군,,강원도 인제군 북면 십이선녀탕길 16,강원도 인제군 북면 용대리 1795,38.18568475,128.3061965403,4.1,251,,용대전망대,157
224,방동관광지,강원도 인제군,,강원도 인제군 기린면 방동약수로 89-59,강원도 인제군 기린면 방동리 34-5,37.94387136,128.3962628,3.9,255,,상보안유원지,136
225,오토테마파크,강원도 인제군,,강원도 인제군 기린면 상하답로 130,강원도 인제군 기린면 북리 516,38.00266835,128.2953845617,3.3,281,,이안숲속,194
226,성류굴 관광지,경상북도 울진군,,경상북도 울진군 근남면 성류굴로 202,경상북도 울진군 근남면 노음리 850-12,36.95884825,129.3794409,4.2,234,,성류굴,1859
227,백암온천 관광지,경상북도 울진군,,경상북도 울진군 온정면 온천로 7,경상북도 울진군 온정면 소태리 1453,36.72132775,129.343467,4.7,246,,신선계곡,9
228,인천도호부청사,인천광역시 미추홀구,,인천광역시 미추홀구 매소홀로 589,인천광역시 미추홀구 문학동 349-2,37.4393787,126.6868134,3.9,237,,인천도호부관아 (재현물),30
229,예당관광지,충청남도 예산군,,충청남도 예산군 응봉면 예당관광로 161,,36.63801252,126.799434,4.2,132,,예당관광지,420
230,덕산온천관광단지,충청남도 예산군,,충청남도 예산군 덕산면 온천단지2로 11,충청남도 예산군 덕산면 신평리 513,36.69075649,126.659328,4.2,204,,덕산온천 관광지,22
231,임진각관광지,경기도 파주시,,경기도 파주시 문산읍 임진각로 177,경기도 파주시 문산읍 사목리 494-1,37.8895387555,126.7401858799,4.2,155,,임진각관광안내소,9180
232,공릉관광지,경기도 파주시,,경기도 파주시 조리읍 장곡로 218,경기도 파주시 조리읍 장곡리 420-6,37.7498111,126.8335655,4.5,124,,공릉,81
233,장흥관광지,경기도 양주시,,경기도 양주시 장흥면 권율로 193,경기도 양주시 장흥면 석현리 산 1,37.73281632,126.9492504,4.1,308,,정남진 전망대,912
234,실안관광지,경상남도 사천시,,경상남도 사천시 노을길 138,경상남도 사천시 실안동 1245-1,34.94398447,128.0399764,4.3,114,,실안 노을길,3
235,대광해수욕장,전라남도 신안군,,전라남도 신안군 임자면 대광해수욕장길 179,전라남도 신안군 임자면 광산리 407-24,35.10291276,126.0725117,4.4,226,,대광해수욕장,130
236,가우도,전라남도 강진군,,전라남도 강진군 대구면 중저길 31-27,,34.53639075,126.791046,4.3,272,,가우도,85
237,영랑생가,전라남도 강진군,,전라남도 강진군 강진읍 영랑생가길 15,,34.6420738,126.7655711,4.3,218,,강진 영랑생가,879
238,경북대학교 캠퍼스,대구광역시 북구,,대구광역시 북구 대학로80,대구광역시 북구 산격동 1370-1,35.88909849,128.6143217,4.7,378,,경북대학교 대구캠퍼스,575
239,다산초당,전라남도 강진군,,전라남도 강진군 도암면 다산초당길 68-35,,34.5807211,126.7449445,None,119,,다산초당길,None
240,고려청자박물관,전라남도 강진군,,전라남도 강진군 대구면 청자촌길 33,,34.50866203,126.8008374,3.9,270,,고려청자박물관,553
241,백련사,전라남도 강진군,,전라남도 강진군 도암면 백련사길 145,,34.58775658,126.747892,4.3,311,,백련사,591
242,옥계해변관광지,강원도 강릉시,,강원도 강릉시 옥계면 금진솔밭길 104-29 일원,강원도 강릉시 옥계면 금진리 799-16 일원,37.62739946,129.0476423,3.5,224,,옥계해변,4
243,주문진해변관광지,강원도 강릉시,,강원도 강릉시 주문진읍 주문북로 222-30 일원,강원도 강릉시 주문진읍 향호리 8-22 일원,37.91137845,128.8178804,4.3,0,,주문진해변,83
244,연곡해변관광지,강원도 강릉시,,강원도 강릉시 연곡면 해안로 1282 일원,강원도 강릉시 연곡면 동덕리 99-13 일원,37.858992,128.851409,4.3,272,,연곡해변,3
245,등명해변관광지,강원도 강릉시,,강원도 강릉시 강동면 정동등명길 2 일원,강원도 강릉시 강동면 정동진리 440-41일원,37.70264843,129.0164178,4.4,0,,등명해변,57
246,대관령어흘리관광지,강원도 강릉시,,강원도 강릉시 성산면 삼포암길 17 일원,강원도 강릉시 성산면 어흘리 508일원,37.719113,128.793989,4.5,203,,대관령자연휴양림,446
247,팔봉산관광지,강원도 홍천군,,강원도 홍천군 서면 한치골길 1124,,37.703098,127.695183,4.2,0,,팔봉산 관광지,1097
248,소노벨비발디파크,강원도 홍천군,,강원도 홍천군 서면 한치골길 262,,37.65233706,127.6873348,4.2,159,,선택하신 날짜에는 공유숙박 이용도 가능합니다.,1246
249,수동관광지,경기도 남양주시,,경기도 남양주시 수동면 비룡로 1635,경기도 남양주시 수동면 내방리 254,37.75797919,127.2753596,2.3,105,,수동국민관광단지,12
250,송정관광지,경상남도 남해군,,경상남도 남해군 미조면 미송로 483,경상남도 남해군 미조면 송정리 1129,34.7231451,128.0249667,4.3,96,,정읍 송정,45
251,영도관광안내센터,부산광역시 영도구,,부산광역시 영도구 봉래나루로 79,부산광역시 영도구 봉래동1가 1,35.09454127,129.0387847,4.6,177,,영도관광안내센터,5
252,허준근린공원,서울특별시 강서구,,서울특별시 강서구 허준로5길 42,,37.56759867,126.8537291,4.2,212,,구암근린공원,807
253,양천향교,서울특별시 강서구,,서울특별시 강서구 양천로47나길 53,,37.572863,126.839905,3.9,269,,양천향교,61
254,약사사,서울특별시 강서구,,서울특별시 강서구 금낭화로17길 261,,37.58312625,126.8050072,4.3,278,,약사사,4
255,양천고성지,서울특별시 강서구,,서울특별시 강서구 양천로47나길 52-54,,37.57425363,126.8413319,5.0,246,,서울양천고성지,1
256,궁산땅굴역사전시관,서울특별시 강서구,,서울특별시 강서구 양천로49길 106,,37.57266746,126.8383649,4.1,227,,궁산땅굴역사전시관,8
257,허가바위,서울특별시 강서구,,서울특별시 강서구 허준로5길 15,,37.56983571,126.8500301,3.5,280,,허가바위,18
258,성기동,전라남도 영암군,,전라남도 영암군 군서면 왕인로 440,전라남도 영암군 군서면 동구림리 산18,34.75653201,126.6291224,2.5,94,,성기동국민관광지,2
259,마한문화,전라남도 영암군,,전라남도 영암군 시종면 남해당로 65,전라남도 영암군 시종면 옥야리 956,34.89539241,126.5859196,4.1,129,,마한문화공원,75
260,영산호관광지,전라남도 영암군,,전라남도 영암군 삼호읍 녹색로 653-11,전라남도 영암군 삼호읍 나불리 일원,34.776135,126.4577774,4.6,232,,월출산국립공원,65
261,함지공원,대구광역시 북구,,대구광역시 북구 동암로38길 9,대구광역시 북구 구암동 775-6,35.9424608,128.570482,4.3,194,,함지근린공원,519
262,한려수도조망케이블카,경상남도 통영시,,경상남도 통영시 발개로 205,경상남도 통영시 도남동 349-1,34.82665041,128.4251243,4.3,232,,한려수도조망케이블카,153
263,한산도 제승당,경상남도 통영시,,경상남도 통영시 한산면 한산일주로 70,경상남도 통영시 한산면 두억리 산39,34.79264032,128.4759648,4.6,258,,제승당,423
264,통영루지,경상남도 통영시,,경상남도 통영시 발개로 178,경상남도 통영시 도남동 319-3,34.82440908,128.4241617,4.5,259,,스카이라인루지 통영,9893
265,박경리기념관,경상남도 통영시,,경상남도 통영시 산양읍 산양중앙로 173,경상남도 통영시 산양읍 신전리 1429-9,34.802301,128.4035792,4.3,244,,박경리기념관,912
266,해저터널,경상남도 통영시,,,경상남도 통영시 당동 1-3,34.83609021,128.4116979916,4.2,300,,보령해저터널,25
267,장사도해상공원,경상남도 통영시,,경상남도 통영시 한산면 장사도길 55,경상남도 통영시 한산면 매죽리 산4-1,34.71373747,128.5588706,4.0,268,,장사도해상공원 까멜리아,228
268,통영시립박물관,경상남도 통영시,,경상남도 통영시 중앙로 65,경상남도 통영시 도천동 28,34.84075153,128.4167887,3.7,158,,통영시립박물관,138
269,삼도수군통제영,경상남도 통영시,,경상남도 통영시 세병로 27,경상남도 통영시 문화동 62,34.84715495,128.423489,4.3,255,,통영 삼도수군통제영 統營 三道水軍統制營,118
270,춘천호반(삼악산),강원도 춘천시,,강원도 춘천시 서면 경춘로 1401-25,강원도 춘천시 서면 덕두원리 118-6,37.825714,127.659368,4.3,239,,춘천삼악산,33
271,청평사,강원도 춘천시,,강원도 춘천시 북산면 오봉산길 622,강원도 춘천시 북산면 청평리 산210-1,37.983441,127.818301,4.3,273,,청평사,1468
272,구곡폭포,강원도 춘천시,,강원도 춘천시 남산면 강촌구곡길 254,강원도 춘천시 남산면 강촌리 432,37.797033,127.615852,4.4,216,,구곡폭포,101
273,몰운대,부산광역시 사하구,,부산광역시 사하구 몰운대1길 14(다대동),부산광역시 사하구 다대동 482-3,35.04638172,128.9680068,4.1,257,,몰운대종합사회복지관,12
274,다대포 꿈의 낙조분수,부산광역시 사하구,,부산광역시 사하구 몰운대1길 14(다대동),부산광역시 사하구 다대동 482-3,35.04638172,128.9680068,4.4,239,,다대포 꿈의 낙조분수,4007
275,다대포해수욕장,부산광역시 사하구,,부산광역시 사하구 몰운대1길 14(다대동),부산광역시 사하구 다대동 1548-1,35.04638172,128.9680068,4.4,289,,다대포해수욕장,223
276,낙동강하구아미산전망대,부산광역시 사하구,,부산광역시 사하구 다대낙조2길 77(다대동),부산광역시 사하구 다대동 482-4,35.05276243,128.9607468,4.4,233,,아미산 전망대,1105
277,을숙도 생태공원,부산광역시 사하구,,부산광역시 사하구 낙동남로1233번길 25(하단동),부산광역시 사하구 하단동 1151-14,35.11008837,128.9449571,4.4,216,,을숙도 생태공원,23
278,을숙도 철새공원,부산광역시 사하구,,부산광역시 사하구 낙동남로 1240(하단동),부산광역시 사하구 하단동 1207-2,35.10449092,128.9459791,4.7,234,,을숙도 철새공원,7
279,감천문화마을,부산광역시 사하구,,부산광역시 사하구 감내2로 203(감천동),부산광역시 사하구 감천동 1-14,35.09748815,129.0106077,4.3,314,,감천문화마을,21930
280,장림포구,부산광역시 사하구,,부산광역시 사하구 장림로 93번길 72(장림동),부산광역시 사하구 장림동 1092,35.07915955,128.9513486,3.6,0,,장림포구,329
281,꽃보라동산,대구광역시 북구,,,대구광역시 북구 산격동 1500-6,35.889576,128.601059,4.3,243,,꽃보라동산,265
282,운암지수변공원,대구광역시 북구,,,대구광역시 북구 구암동 349,35.932633,128.567671,4.4,227,,운암지 수변공원,1165
283,팔달대교 야경,대구광역시 북구,,,대구광역시 북구 팔달동 524-4,35.895353,128.550766,4.5,235,,팔달공원,221
284,금호강하중도,대구광역시 북구,,,대구광역시 북구 노곡동 673,35.900092,128.559326,4.2,233,,하중도 유채꽃단지,522
285,구암서원,대구광역시 북구,,대구광역시 북구 연암공원로17길 20,대구광역시 북구 산격동 산79-1,35.89881592,128.5989989,4.0,251,,구암서원,2
286,침산정,대구광역시 북구,,대구광역시 북구 침산남로9길 118,대구광역시 북구 침산동 1168-3,35.897221,128.5848591,4.4,249,,침산정(砧山亭),32
287,산토끼노래동산,경상남도 창녕군,,경상남도 창녕군 이방면 이방로 623,,35.577723262,128.3835799595,4.4,257,,산토끼노래동산,778
288,광주광역시공원&광주광역시향교,광주광역시,,광주광역시 남구 중앙로 107번길 15,,35.14707323,126.9100957,4.1,308,,광주향교,41
289,포충사,광주광역시,,광주광역시 남구 포충로 767,,35.08945325,126.8484326,4.4,254,,광주 포충사,336
290,광주광역시어린이교통공원,광주광역시,,광주광역시 북구 임방울대로 877,광주광역시 북구 오룡동 1113,35.21837394,126.8544969,4.2,118,,광주어린이교통공원,153
291,국립광주광역시과학관,광주광역시,,광주광역시 북구 첨단과기로 235,광주광역시 북구 오룡동 1-6,35.22990781,126.8498705,4.4,298,,국립광주과학관,1819
292,국립광주광역시박물관,광주광역시,,광주광역시 북구 하서로 110,광주광역시 북구 매곡동 430,35.18965658,126.8839515,4.3,281,,국립광주박물관,1153
293,김대중 컨벤션센터,광주광역시,,광주광역시 서구 상무누리로 30,광주광역시 서구 치평동 1159-2,35.14677706,126.8404805,4.1,344,,김대중컨벤션센터,2483
294,역사문화공원,광주광역시,,광주광역시 광산구 왕버들로 331,광주광역시 광산구 신창동 1173-2,35.19467258,126.8452966,4.3,291,,동대문역사문화공원,293
295,푸른길공원,광주광역시,,,광주광역시 남구 주월동 434-2,35.12748017,126.8964923,4.3,121,,푸른길,316
296,보라매축구공원,광주광역시,,,광주광역시 광산구 신촌동 83-5,35.13932032,126.8229701,4.2,225,,보라매축구공원,22
297,운남동근린공원,광주광역시,,광주광역시 광산구 목련로 156,,35.17144137,126.8159402,4.2,229,,운남동 근린공원,158
298,경암근린공원,광주광역시,,광주광역시 광산구 하남대로54번안길 133,광주광역시 광산구 하남동 663,35.17828124,126.8000842,4.4,205,,경암근린공원,285
299,무양서원,광주광역시,,광주광역시 광산구 산월로21번길 26,,35.21001305,126.8400956,3.9,244,,무양서원,27
300,용아생가,광주광역시,,광주광역시 광산구 소촌로46번길 24,광주광역시 광산구 소촌동 363-1,35.149486,126.7951682,4.1,228,,용아생가,31
301,1913송정역시장,광주광역시,,광주광역시 광산구 송정로8번길 13,광주광역시 광산구 송정동 990-18,35.13642721,126.7919415,3.9,255,,1913 송정역시장,4266
302,경장각,광주광역시,,광주광역시 광산구 용아로 460,광주광역시 광산구 흑석동 206,35.184433,126.805391,None,292,,유애서원(경장각),None
303,양림역사문화마을,광주광역시,,,광주광역시 남구 양림동 314,35.13870389,126.9160141,4.1,216,,양림동 역사문화마을,8
304,부용정,광주광역시,,광주광역시 남구 고싸움로 2,,35.06974381,126.8375167,4.6,251,,부용정,5
305,고싸움놀이테마공원,광주광역시,,광주광역시 남구 고싸움로 2,,35.06974381,126.8375167,3.6,228,,고싸움영상체험관,20
306,광주광역시김치타운,광주광역시,,광주광역시 남구 김치로 60,,35.10966818,126.8666534,4.1,317,,광주김치타운,199
307,사직공원전망타워,광주광역시,,광주광역시 남구 사직길 49 (사동),,35.14189575,126.9118559,4.3,209,,사직전망타워,818
308,자연관광 광주광역시사직공원,광주광역시,,광주광역시 남구 사직길 49 (사동),,35.14189575,126.9118559,4.3,190,,사직전망타워,818
309,물빛근린공원,광주광역시,,광주광역시 남구 효우로 107,,35.10379015,126.9038526,4.1,92,,용반들근린공원,19
310,영산강문화관,광주광역시,,광주광역시 남구 승촌보길 90,,35.06581966,126.761073,4.1,135,,영산강6경(승촌보) 승촌보문화관,547
311,송산근린공원,광주광역시,,,광주광역시 광산구 박호동 576,35.16418346,126.7372941,3.8,200,,근린공원,53
312,광주광역시공원,광주광역시,,광주광역시 남구 중앙로107번길 15,,35.14707323,126.9100957,4.1,308,,광주공원,418
313,펭귄마을,광주광역시,,광주광역시 남구 천변좌로 446번길 7,광주광역시 남구 양림동 201-64,35.1400765,126.917036,4.0,310,,펭귄마을,1213
314,빛고을농촌테마공원,광주광역시,,광주광역시 남구 포충로 966-15,광주광역시 남구 양과동 1290,35.08429468,126.8679857,4.5,223,,빛고을농촌테마공원,131
315,동명동동리단길,광주광역시,,,광주광역시 동구 동명동 143-30,35.14835833,126.926339,4.5,125,,꽃하나,19
316,양산제(양산호수공원),광주광역시,,광주광역시 북구 하서로 311,광주광역시 북구 양산동 288-3,35.20276943,126.8736492,4.5,241,,양산호수공원,465
317,증심사,광주광역시,,광주광역시 동구 증심사길 177,,35.12884453,126.9700905,4.3,160,,증심사,521
318,어린이문화원,광주광역시,,,광주광역시 동구 남동 4-8,35.146915,126.920194,4.5,154,,대전어린이문화센터,324
319,포충사,광주광역시,,광주광역시 남구 포충로 767 (원산동),,35.08945325,126.8484326,4.4,253,,광주 포충사,336
320,하정웅미술관,광주광역시,,광주광역시 서구 상무대로 1165,,35.15498216,126.8884415,4.3,136,,광주시립미술관 하정웅미술관,191
321,광주광역시시립미술관,광주광역시,,광주광역시 북구 하서로 52,,35.18323305,126.8857358,4.4,127,,광주광역시립미술관,929
322,수완호수공원,광주광역시,,광주광역시 광산구 장신로82번길 57,,35.18794733,126.8202489,4.1,231,,수완호수공원,471
323,국립아시아문화전당,광주광역시,,광주광역시 동구 문화전당로 38,,35.14691559,126.9199945,4.6,344,,국립아시아문화전당,358
324,전통문화관,광주광역시,,광주광역시 동구 의재로 222,광주광역시 동구 운림동 323,35.1334851,126.9514045,4.6,310,,수원전통문화관,241
325,광주광역시지산유원지,광주광역시,,광주광역시 동구 지호로164번길 14-10,,35.14875974,126.9468348,3.9,265,,무등산 지산유원지,960
326,광주광역시백범기념관,광주광역시,,광주광역시 동구 천변우로 599,광주광역시 동구 학동 1013,35.13113791,126.926364,5.0,197,,광주백범기념관,3
327,광주광역시학생독립기념관,광주광역시,,광주광역시 서구 학생독립로 30,,35.14058722,126.865043,4.6,216,,광주학생독립운동기념관,170
328,조선대학교 장미원,광주광역시,,광주광역시 동구 필문대로 309,,35.14600564,126.9343635,None,130,,조선대학교 장미원,None
329,산동교친수공원,광주광역시,,,광주광역시 북구 동림동 130-15,35.18969955,126.8619726,4.6,263,,산동교 친수공원,69
330,푸른길공원,광주광역시,,,광주광역시 남구 주월동 355-5,35.13325855,126.898694,4.3,122,,푸른길,316
331,원효사,광주광역시,,,광주광역시 북구 금곡동 산 209-13,35.14874455,126.983272,5.0,271,,원효사,1
332,문화근린공원,광주광역시,,광주광역시 북구 대천로 86,,35.1849167,126.9166857,3.0,291,,문화근린공원,2
333,영산강거징이쉼터,광주광역시,,,광주광역시 북구 신용동 368,35.2128207,126.855218,4.6,162,,영산강 거징이 쉼터,32
334,광주광역시천천변공원,광주광역시,,,광주광역시 북구 임동 618,35.1665834,126.8857554,5.0,289,,광주천,1
335,전남대학교용지,광주광역시,,,광주광역시 북구 용봉동 81-2,35.17388133,126.9111447,4.9,143,,전남대학교 용지관,10
336,맥문동숲길,광주광역시,,,광주광역시 북구 문흥동 1012,35.18561007,126.9216152,4.5,273,,맥문동 숲길,176
337,용봉초록습지,광주광역시,,,광주광역시 북구 용봉동 1027,35.18332703,126.8898185,4.3,107,,용봉제,3
338,운암제,광주광역시,,,광주광역시 북구 운암동 1181-76,35.18259552,126.8817752,4.0,116,,운암제,1
339,국립5.18민주묘지,광주광역시,,광주광역시 북구 민주로 200,,35.23576619,126.9392544,4.5,303,,국립5.18묘지관리소,34
